participant_number;condition;session;epoch;task;difference;participant
12;high;1;1;gray;-7.465277778;30
12;high;1;2;gray;-13.71527778;30
12;high;1;3;gray;-4.965277778;30
12;high;1;4;gray;-8.715277778;30
12;high;1;5;gray;-12.46527778;30
12;high;1;6;gray;-12.46527778;30
12;high;2;1;gray;-8.020833333;30
12;high;2;2;gray;-6.770833333;30
12;high;2;3;gray;-4.270833333;30
12;high;2;4;gray;4.479166667;30
12;high;2;5;gray;-10.52083333;30
12;high;2;6;gray;-14.27083333;30
12;low;1;1;gray;-4.965277778;30
12;low;1;2;gray;-4.965277778;30
12;low;1;3;gray;-4.965277778;30
12;low;1;4;gray;5.034722222;30
12;low;1;5;gray;2.534722222;30
12;low;1;6;gray;5.034722222;30
12;low;2;1;gray;-6.770833333;30
12;low;2;2;gray;-11.77083333;30
12;low;2;3;gray;-4.270833333;30
12;low;2;4;gray;-1.770833333;30
12;low;2;5;gray;-6.770833333;30
12;low;2;6;gray;-14.27083333;30
13;high;1;1;gray;-5;31
13;high;1;2;gray;-3.75;31
13;high;1;3;gray;-8.75;31
13;high;1;4;gray;-10;31
13;high;1;5;gray;-11.25;31
13;high;1;6;gray;-3.75;31
13;high;2;1;gray;-3.194444444;31
13;high;2;2;gray;-8.194444444;31
13;high;2;3;gray;-5.694444444;31
13;high;2;4;gray;-6.944444444;31
13;high;2;5;gray;-5.694444444;31
13;high;2;6;gray;-4.444444444;31
13;low;1;1;gray;-2.5;31
13;low;1;2;gray;-1.24E-14;31
13;low;1;3;gray;-15;31
13;low;1;4;gray;-10;31
13;low;1;5;gray;-5;31
13;low;1;6;gray;-7.5;31
13;low;2;1;gray;-0.694444444;31
13;low;2;2;gray;-5.694444444;31
13;low;2;3;gray;-5.694444444;31
13;low;2;4;gray;-8.194444444;31
13;low;2;5;gray;-5.694444444;31
13;low;2;6;gray;-5.694444444;31
14;high;1;1;gray;1.006944444;32
14;high;1;2;gray;-7.743055556;32
14;high;1;3;gray;-1.493055556;32
14;high;1;4;gray;-7.743055556;32
14;high;1;5;gray;-7.743055556;32
14;high;1;6;gray;-12.74305556;32
14;high;2;1;gray;-0.208333333;32
14;high;2;2;gray;-7.708333333;32
14;high;2;3;gray;-2.708333333;32
14;high;2;4;gray;-8.958333333;32
14;high;2;5;gray;-1.458333333;32
14;high;2;6;gray;-7.708333333;32
14;low;1;1;gray;1.006944444;32
14;low;1;2;gray;-8.993055556;32
14;low;1;3;gray;-6.493055556;32
14;low;1;4;gray;-3.993055556;32
14;low;1;5;gray;1.006944444;32
14;low;1;6;gray;-3.993055556;32
14;low;2;1;gray;-7.708333333;32
14;low;2;2;gray;-7.708333333;32
14;low;2;3;gray;-7.708333333;32
14;low;2;4;gray;-10.20833333;32
14;low;2;5;gray;-10.20833333;32
14;low;2;6;gray;-7.708333333;32
17;high;1;1;gray;-2.395833333;33
17;high;1;2;gray;1.354166667;33
17;high;1;3;gray;11.35416667;33
17;high;1;4;gray;0.104166667;33
17;high;1;5;gray;6.354166667;33
17;high;1;6;gray;10.10416667;33
17;high;2;1;gray;4.652777778;33
17;high;2;2;gray;-4.097222222;33
17;high;2;3;gray;-7.847222222;33
17;high;2;4;gray;-5.347222222;33
17;high;2;5;gray;-5.347222222;33
17;high;2;6;gray;-1.597222222;33
17;low;1;1;gray;-1.145833333;33
17;low;1;2;gray;-8.645833333;33
17;low;1;3;gray;-3.645833333;33
17;low;1;4;gray;-1.145833333;33
17;low;1;5;gray;-3.645833333;33
17;low;1;6;gray;-3.645833333;33
17;low;2;1;gray;3.402777778;33
17;low;2;2;gray;-1.597222222;33
17;low;2;3;gray;-1.597222222;33
17;low;2;4;gray;-4.097222222;33
17;low;2;5;gray;5.902777778;33
17;low;2;6;gray;-6.597222222;33
18;high;1;1;gray;-8.993055556;34
18;high;1;2;gray;-7.743055556;34
18;high;1;3;gray;-1.493055556;34
18;high;1;4;gray;-3.993055556;34
18;high;1;5;gray;-5.243055556;34
18;high;1;6;gray;1.006944444;34
18;high;2;1;gray;-2.708333333;34
18;high;2;2;gray;1.041666667;34
18;high;2;3;gray;-2.708333333;34
18;high;2;4;gray;6.041666667;34
18;high;2;5;gray;8.541666667;34
18;high;2;6;gray;11.04166667;34
18;low;1;1;gray;2.256944444;34
18;low;1;2;gray;-12.74305556;34
18;low;1;3;gray;-12.74305556;34
18;low;1;4;gray;-2.743055556;34
18;low;1;5;gray;-2.743055556;34
18;low;1;6;gray;-10.24305556;34
18;low;2;1;gray;-1.458333333;34
18;low;2;2;gray;-8.958333333;34
18;low;2;3;gray;-3.958333333;34
18;low;2;4;gray;3.541666667;34
18;low;2;5;gray;-1.458333333;34
18;low;2;6;gray;-3.958333333;34
19;high;1;1;gray;-4.444444444;35
19;high;1;2;gray;-8.194444444;35
19;high;1;3;gray;-3.194444444;35
19;high;1;4;gray;-11.94444444;35
19;high;1;5;gray;-6.944444444;35
19;high;1;6;gray;-6.944444444;35
19;high;2;1;gray;-12.88194444;35
19;high;2;2;gray;-16.63194444;35
19;high;2;3;gray;-17.88194444;35
19;high;2;4;gray;-19.13194444;35
19;high;2;5;gray;-15.38194444;35
19;high;2;6;gray;-16.63194444;35
19;low;1;1;gray;-3.194444444;35
19;low;1;2;gray;-10.69444444;35
19;low;1;3;gray;-10.69444444;35
19;low;1;4;gray;-15.69444444;35
19;low;1;5;gray;-8.194444444;35
19;low;1;6;gray;-10.69444444;35
19;low;2;1;gray;-11.63194444;35
19;low;2;2;gray;-16.63194444;35
19;low;2;3;gray;-16.63194444;35
19;low;2;4;gray;-19.13194444;35
19;low;2;5;gray;-14.13194444;35
19;low;2;6;gray;-14.13194444;35
1;high;1;1;color;-0.694444444;36
1;high;1;2;color;3.055555556;36
1;high;1;3;color;-1.944444444;36
1;high;1;4;color;-4.444444444;36
1;high;1;5;color;-6.944444444;36
1;high;1;6;color;5.555555556;36
1;high;2;1;color;-3.958333333;36
1;high;2;2;color;-1.458333333;36
1;high;2;3;color;-0.208333333;36
1;high;2;4;color;-6.458333333;36
1;high;2;5;color;4.791666667;36
1;high;2;6;color;-3.863396624;36
1;low;1;1;color;0.555555556;36
1;low;1;2;color;-6.944444444;36
1;low;1;3;color;-1.944444444;36
1;low;1;4;color;-4.444444444;36
1;low;1;5;color;0.555555556;36
1;low;1;6;color;-4.444444444;36
1;low;2;1;color;-1.458333333;36
1;low;2;2;color;16.04166667;36
1;low;2;3;color;-3.958333333;36
1;low;2;4;color;-8.958333333;36
1;low;2;5;color;-1.458333333;36
1;low;2;6;color;0.736788618;36
2;high;1;1;color;0.9375;37
2;high;1;2;color;-5.3125;37
2;high;1;3;color;-5.3125;37
2;high;1;4;color;-2.8125;37
2;high;1;5;color;-5.3125;37
2;high;1;6;color;-4.0625;37
2;high;2;1;color;-1.180555556;37
2;high;2;2;color;-7.430555556;37
2;high;2;3;color;-4.930555556;37
2;high;2;4;color;-6.180555556;37
2;high;2;5;color;-2.430555556;37
2;high;2;6;color;-7.430555556;37
2;low;1;1;color;8.4375;37
2;low;1;2;color;8.4375;37
2;low;1;3;color;-1.5625;37
2;low;1;4;color;5.9375;37
2;low;1;5;color;0.9375;37
2;low;1;6;color;3.4375;37
2;low;2;1;color;-3.680555556;37
2;low;2;2;color;3.819444444;37
2;low;2;3;color;3.819444444;37
2;low;2;4;color;-1.180555556;37
2;low;2;5;color;-3.680555556;37
2;low;2;6;color;-3.680555556;37
3;high;1;1;color;-12.36111111;38
3;high;1;2;color;-12.36111111;38
3;high;1;3;color;-17.36111111;38
3;high;1;4;color;-16.11111111;38
3;high;1;5;color;-14.86111111;38
3;high;1;6;color;-12.36111111;38
3;high;2;1;color;-13.88888889;38
3;high;2;2;color;-12.63888889;38
3;high;2;3;color;-11.38888889;38
3;high;2;4;color;-13.88888889;38
3;high;2;5;color;-13.88888889;38
3;high;2;6;color;-13.88888889;38
3;low;1;1;color;0.138888889;38
3;low;1;2;color;-12.36111111;38
3;low;1;3;color;-4.861111111;38
3;low;1;4;color;-2.361111111;38
3;low;1;5;color;-4.861111111;38
3;low;1;6;color;-9.861111111;38
3;low;2;1;color;-10.13888889;38
3;low;2;2;color;-10.13888889;38
3;low;2;3;color;-12.63888889;38
3;low;2;4;color;-12.63888889;38
3;low;2;5;color;-10.13888889;38
3;low;2;6;color;-12.63888889;38
4;high;1;1;color;3.888888889;39
4;high;1;2;color;-4.861111111;39
4;high;1;3;color;-4.861111111;39
4;high;1;4;color;-4.861111111;39
4;high;1;5;color;-2.361111111;39
4;high;1;6;color;-6.111111111;39
4;high;2;1;color;2.569444444;39
4;high;2;2;color;1.319444444;39
4;high;2;3;color;-2.430555556;39
4;high;2;4;color;0.069444444;39
4;high;2;5;color;-1.180555556;39
4;high;2;6;color;2.569444444;39
4;low;1;1;color;-4.861111111;39
4;low;1;2;color;5.138888889;39
4;low;1;3;color;5.138888889;39
4;low;1;4;color;7.638888889;39
4;low;1;5;color;2.638888889;39
4;low;1;6;color;5.138888889;39
4;low;2;1;color;-8.680555556;39
4;low;2;2;color;-3.680555556;39
4;low;2;3;color;-11.18055556;39
4;low;2;4;color;-11.18055556;39
4;low;2;5;color;3.819444444;39
4;low;2;6;color;-8.680555556;39
5;high;1;1;color;2.465277778;40
5;high;1;2;color;2.465277778;40
5;high;1;3;color;-5.034722222;40
5;high;1;4;color;3.715277778;40
5;high;1;5;color;3.715277778;40
5;high;1;6;color;6.215277778;40
5;high;2;1;color;6.597222222;40
5;high;2;2;color;0.347222222;40
5;high;2;3;color;11.59722222;40
5;high;2;4;color;-3.402777778;40
5;high;2;5;color;-3.402777778;40
5;high;2;6;color;-10.90277778;40
5;low;1;1;color;7.465277778;40
5;low;1;2;color;12.46527778;40
5;low;1;3;color;9.965277778;40
5;low;1;4;color;4.965277778;40
5;low;1;5;color;-2.534722222;40
5;low;1;6;color;-5.034722222;40
5;low;2;1;color;10.34722222;40
5;low;2;2;color;0.347222222;40
5;low;2;3;color;0.347222222;40
5;low;2;4;color;2.847222222;40
5;low;2;5;color;-4.652777778;40
5;low;2;6;color;-4.652777778;40
6;high;1;1;color;29.63235294;41
6;high;1;2;color;49.63235294;41
6;high;1;3;color;47.13235294;41
6;high;1;4;color;-1.617647059;41
6;high;1;5;color;-6.617647059;41
6;high;1;6;color;-4.006887565;41
6;high;2;1;color;-4.757544891;41
6;high;2;2;color;-4.757544891;41
6;high;2;3;color;-1.161865879;41
6;high;2;4;color;2.742455109;41
6;high;2;5;color;1.682328526;41
6;high;2;6;color;-6.007544891;41
6;low;1;1;color;12.13235294;41
6;low;1;2;color;32.13235294;41
6;low;1;3;color;32.13235294;41
6;low;1;4;color;-0.367647059;41
6;low;1;5;color;2.132352941;41
6;low;1;6;color;2.132352941;41
6;low;2;1;color;3.56562584;41
6;low;2;2;color;-6.007544891;41
6;low;2;3;color;-5.815237199;41
6;low;2;4;color;-3.507544891;41
6;low;2;5;color;-6.190471721;41
6;low;2;6;color;7.005275622;41
7;high;1;1;color;-1.736111111;42
7;high;1;2;color;-5.486111111;42
7;high;1;3;color;-7.986111111;42
7;high;1;4;color;-1.736111111;42
7;high;1;5;color;-7.986111111;42
7;high;1;6;color;-1.736111111;42
7;high;2;1;color;-0.104166667;42
7;high;2;2;color;-2.604166667;42
7;high;2;3;color;1.145833333;42
7;high;2;4;color;-2.604166667;42
7;high;2;5;color;-2.604166667;42
7;high;2;6;color;-1.354166667;42
7;low;1;1;color;-9.236111111;42
7;low;1;2;color;-16.73611111;42
7;low;1;3;color;-6.736111111;42
7;low;1;4;color;-4.236111111;42
7;low;1;5;color;5.763888889;42
7;low;1;6;color;5.763888889;42
7;low;2;1;color;-5.104166667;42
7;low;2;2;color;-5.104166667;42
7;low;2;3;color;-10.10416667;42
7;low;2;4;color;-5.104166667;42
7;low;2;5;color;-7.604166667;42
7;low;2;6;color;-2.604166667;42
8;high;1;1;color;-1.423611111;43
8;high;1;2;color;8.576388889;43
8;high;1;3;color;-0.173611111;43
8;high;1;4;color;-1.423611111;43
8;high;1;5;color;4.826388889;43
8;high;1;6;color;-6.423611111;43
8;high;2;1;color;-0.729166667;43
8;high;2;2;color;-1.979166667;43
8;high;2;3;color;-4.479166667;43
8;high;2;4;color;1.770833333;43
8;high;2;5;color;-1.979166667;43
8;high;2;6;color;-0.729166667;43
8;low;1;1;color;-6.423611111;43
8;low;1;2;color;-1.423611111;43
8;low;1;3;color;-3.923611111;43
8;low;1;4;color;-3.923611111;43
8;low;1;5;color;-6.423611111;43
8;low;1;6;color;11.07638889;43
8;low;2;1;color;4.270833333;43
8;low;2;2;color;1.770833333;43
8;low;2;3;color;-3.229166667;43
8;low;2;4;color;-3.229166667;43
8;low;2;5;color;-0.729166667;43
8;low;2;6;color;-0.729166667;43
9;high;1;1;color;4.6875;44
9;high;1;2;color;-1.5625;44
9;high;1;3;color;10.9375;44
9;high;1;4;color;-0.3125;44
9;high;1;5;color;-2.8125;44
9;high;1;6;color;3.4375;44
9;high;2;1;color;9.444444444;44
9;high;2;2;color;1.944444444;44
9;high;2;3;color;-3.055555556;44
9;high;2;4;color;-3.055555556;44
9;high;2;5;color;9.444444444;44
9;high;2;6;color;4.444444444;44
9;low;1;1;color;0.9375;44
9;low;1;2;color;3.4375;44
9;low;1;3;color;8.4375;44
9;low;1;4;color;13.4375;44
9;low;1;5;color;13.4375;44
9;low;1;6;color;5.9375;44
9;low;2;1;color;9.444444444;44
9;low;2;2;color;11.94444444;44
9;low;2;3;color;-8.055555556;44
9;low;2;4;color;-3.055555556;44
9;low;2;5;color;-0.555555556;44
9;low;2;6;color;-5.555555556;44
10;high;1;1;color;0.902777778;45
10;high;1;2;color;-2.847222222;45
10;high;1;3;color;-5.347222222;45
10;high;1;4;color;-1.597222222;45
10;high;1;5;color;-4.097222222;45
10;high;1;6;color;-4.097222222;45
10;high;2;1;color;-2.951388889;45
10;high;2;2;color;-1.701388889;45
10;high;2;3;color;-1.701388889;45
10;high;2;4;color;-0.451388889;45
10;high;2;5;color;-1.701388889;45
10;high;2;6;color;-2.951388889;45
10;low;1;1;color;2.152777778;45
10;low;1;2;color;2.152777778;45
10;low;1;3;color;-0.347222222;45
10;low;1;4;color;-5.347222222;45
10;low;1;5;color;-0.347222222;45
10;low;1;6;color;-2.847222222;45
10;low;2;1;color;-2.951388889;45
10;low;2;2;color;-5.451388889;45
10;low;2;3;color;-0.451388889;45
10;low;2;4;color;-5.451388889;45
10;low;2;5;color;-2.951388889;45
10;low;2;6;color;4.548611111;45
11;high;1;1;color;-6.319444444;46
11;high;1;2;color;-5.069444444;46
11;high;1;3;color;-5.069444444;46
11;high;1;4;color;-11.31944444;46
11;high;1;5;color;-7.569444444;46
11;high;1;6;color;-6.319444444;46
11;high;2;1;color;-6.736111111;46
11;high;2;2;color;-5.486111111;46
11;high;2;3;color;-1.736111111;46
11;high;2;4;color;-6.736111111;46
11;high;2;5;color;-5.486111111;46
11;high;2;6;color;-4.236111111;46
11;low;1;1;color;2.430555556;46
11;low;1;2;color;7.430555556;46
11;low;1;3;color;7.430555556;46
11;low;1;4;color;-7.569444444;46
11;low;1;5;color;-2.569444444;46
11;low;1;6;color;-7.569444444;46
11;low;2;1;color;-5.486111111;46
11;low;2;2;color;-5.486111111;46
11;low;2;3;color;-2.986111111;46
11;low;2;4;color;4.513888889;46
11;low;2;5;color;-5.486111111;46
11;low;2;6;color;2.013888889;46
12;high;1;1;color;15.86805556;47
12;high;1;2;color;2.118055556;47
12;high;1;3;color;-5.381944444;47
12;high;1;4;color;-6.631944444;47
12;high;1;5;color;-1.631944444;47
12;high;1;6;color;-0.381944444;47
12;high;2;1;color;-4.756944444;47
12;high;2;2;color;-8.506944444;47
12;high;2;3;color;-3.506944444;47
12;high;2;4;color;-7.256944444;47
12;high;2;5;color;-4.756944444;47
12;high;2;6;color;-9.756944444;47
12;low;1;1;color;7.118055556;47
12;low;1;2;color;9.618055556;47
12;low;1;3;color;-12.88194444;47
12;low;1;4;color;-5.381944444;47
12;low;1;5;color;2.118055556;47
12;low;1;6;color;-7.881944444;47
12;low;2;1;color;-2.256944444;47
12;low;2;2;color;0.243055556;47
12;low;2;3;color;-4.756944444;47
12;low;2;4;color;-4.756944444;47
12;low;2;5;color;-2.256944444;47
12;low;2;6;color;-4.756944444;47
13;high;1;1;color;-7.673611111;48
13;high;1;2;color;-2.673611111;48
13;high;1;3;color;-8.923611111;48
13;high;1;4;color;-8.923611111;48
13;high;1;5;color;-6.423611111;48
13;high;1;6;color;-5.173611111;48
13;high;2;1;color;-5.590277778;48
13;high;2;2;color;-10.59027778;48
13;high;2;3;color;-8.090277778;48
13;high;2;4;color;-6.840277778;48
13;high;2;5;color;-0.590277778;48
13;high;2;6;color;1.909722222;48
13;low;1;1;color;-3.923611111;48
13;low;1;2;color;3.576388889;48
13;low;1;3;color;1.076388889;48
13;low;1;4;color;-6.423611111;48
13;low;1;5;color;-8.923611111;48
13;low;1;6;color;-11.42361111;48
13;low;2;1;color;-10.59027778;48
13;low;2;2;color;-10.59027778;48
13;low;2;3;color;-5.590277778;48
13;low;2;4;color;4.409722222;48
13;low;2;5;color;-10.59027778;48
13;low;2;6;color;-3.090277778;48
14;high;1;1;color;1.666666667;49
14;high;1;2;color;-2.083333333;49
14;high;1;3;color;-3.333333333;49
14;high;1;4;color;-4.583333333;49
14;high;1;5;color;-0.833333333;49
14;high;1;6;color;-4.583333333;49
14;high;2;1;color;-5.902777778;49
14;high;2;2;color;-8.402777778;49
14;high;2;3;color;-10.90277778;49
14;high;2;4;color;-2.152777778;49
14;high;2;5;color;-8.402777778;49
14;high;2;6;color;-5.902777778;49
14;low;1;1;color;0.416666667;49
14;low;1;2;color;-7.083333333;49
14;low;1;3;color;5.416666667;49
14;low;1;4;color;-4.583333333;49
14;low;1;5;color;-7.083333333;49
14;low;1;6;color;0.416666667;49
14;low;2;1;color;1.597222222;49
14;low;2;2;color;-5.902777778;49
14;low;2;3;color;-5.902777778;49
14;low;2;4;color;-10.90277778;49
14;low;2;5;color;-8.402777778;49
14;low;2;6;color;-10.90277778;49
15;high;1;1;color;9.756944444;50
15;high;1;2;color;-1.493055556;50
15;high;1;3;color;-3.993055556;50
15;high;1;4;color;-6.493055556;50
15;high;1;5;color;-2.743055556;50
15;high;1;6;color;-3.993055556;50
15;high;2;1;color;-5.3125;50
15;high;2;2;color;-0.3125;50
15;high;2;3;color;-0.3125;50
15;high;2;4;color;0.9375;50
15;high;2;5;color;-1.5625;50
15;high;2;6;color;-0.3125;50
15;low;1;1;color;-3.993055556;50
15;low;1;2;color;-3.993055556;50
15;low;1;3;color;-1.493055556;50
15;low;1;4;color;-8.993055556;50
15;low;1;5;color;-1.493055556;50
15;low;1;6;color;1.006944444;50
15;low;2;1;color;-2.8125;50
15;low;2;2;color;2.1875;50
15;low;2;3;color;-0.3125;50
15;low;2;4;color;7.1875;50
15;low;2;5;color;2.1875;50
15;low;2;6;color;-5.3125;50
16;high;1;1;color;-2.361111111;51
16;high;1;2;color;-3.611111111;51
16;high;1;3;color;-6.111111111;51
16;high;1;4;color;-7.361111111;51
16;high;1;5;color;-4.861111111;51
16;high;1;6;color;-4.861111111;51
16;high;2;1;color;-2.534722222;51
16;high;2;2;color;-3.784722222;51
16;high;2;3;color;-5.034722222;51
16;high;2;4;color;-5.034722222;51
16;high;2;5;color;-6.284722222;51
16;high;2;6;color;-3.784722222;51
16;low;1;1;color;-4.861111111;51
16;low;1;2;color;-2.361111111;51
16;low;1;3;color;-4.861111111;51
16;low;1;4;color;-2.361111111;51
16;low;1;5;color;0.138888889;51
16;low;1;6;color;-4.861111111;51
16;low;2;1;color;-3.784722222;51
16;low;2;2;color;-3.784722222;51
16;low;2;3;color;-6.284722222;51
16;low;2;4;color;-6.284722222;51
16;low;2;5;color;-3.784722222;51
16;low;2;6;color;-3.784722222;51
17;high;1;1;color;-7.395833333;52
17;high;1;2;color;-3.645833333;52
17;high;1;3;color;-4.895833333;52
17;high;1;4;color;-3.645833333;52
17;high;1;5;color;-6.145833333;52
17;high;1;6;color;-9.895833333;52
17;high;2;1;color;-1.840277778;52
17;high;2;2;color;0.659722222;52
17;high;2;3;color;-4.340277778;52
17;high;2;4;color;-1.840277778;52
17;high;2;5;color;-6.840277778;52
17;high;2;6;color;-1.840277778;52
17;low;1;1;color;-2.395833333;52
17;low;1;2;color;0.104166667;52
17;low;1;3;color;-2.395833333;52
17;low;1;4;color;-4.895833333;52
17;low;1;5;color;0.104166667;52
17;low;1;6;color;-7.395833333;52
17;low;2;1;color;-3.090277778;52
17;low;2;2;color;-3.090277778;52
17;low;2;3;color;-5.590277778;52
17;low;2;4;color;4.409722222;52
17;low;2;5;color;-0.590277778;52
17;low;2;6;color;-3.090277778;52
18;high;1;1;color;-3.159722222;53
18;high;1;2;color;1.840277778;53
18;high;1;3;color;-4.409722222;53
18;high;1;4;color;-4.409722222;53
18;high;1;5;color;-5.659722222;53
18;high;1;6;color;-5.659722222;53
18;high;2;1;color;2.361111111;53
18;high;2;2;color;2.361111111;53
18;high;2;3;color;-1.388888889;53
18;high;2;4;color;-6.388888889;53
18;high;2;5;color;-5.138888889;53
18;high;2;6;color;-2.638888889;53
18;low;1;1;color;1.840277778;53
18;low;1;2;color;-13.15972222;53
18;low;1;3;color;6.840277778;53
18;low;1;4;color;-13.15972222;53
18;low;1;5;color;-3.159722222;53
18;low;1;6;color;1.840277778;53
18;low;2;1;color;2.361111111;53
18;low;2;2;color;-7.638888889;53
18;low;2;3;color;-0.138888889;53
18;low;2;4;color;-0.138888889;53
18;low;2;5;color;-10.13888889;53
18;low;2;6;color;-2.638888889;53
